timestamp,subject,body,label,risk_score,source
2026-04-01T05:36:33.369053,Free iPhone 15 Pro - Limited offer,APPLE GIVEAWAY ALERT! You have been randomly selected to receive a FREE iPhone 15 Pro (128GB). This exclusive offer is available for the next 2 hours only. To claim your free iPhone visit: https://bit.ly/apple-free-iphone-claim Fill in your details and pay only $4.99 shipping. Hurry - only 3 units left! This offer will expire soon. Click NOW to claim your prize before someone else does!,1,100.0,dataset
2026-04-01T12:02:45.549524,Sample Email with Contact Details,"Dear Sir/Madam, I hope you are doing well. I am writing to share my contact details and relevant information for your reference. Name: Vikas Raigar Email: vikas.raigar@example.com Phone: +91-9876543210 Alternate Email: vikas.work123@gmail.com You can also visit my portfolio using the link below: Website: https://www.vikasportfolio.com For project-related work, you may check my GitHub profile: GitHub: https://github.com/vikasraigar If you need any further information, please feel free to contact me via email or phone. Thank you for your time and consideration. Best regards, Vikas Raigar",0,50.0,file
2026-04-04T18:13:10.459168,Sample Email with Contact Details,"Dear Sir/Madam, I hope you are doing well. I am writing to share my contact details and relevant information for your reference. Name: Vikas Raigar Email: vikas.raigar@example.com Phone: +91-9876543210 Alternate Email: vikas.work123@gmail.com You can also visit my portfolio using the link below: Website: https://www.vikasportfolio.com For project-related work, you may check my GitHub profile: GitHub: https://github.com/vikasraigar If you need any further information, please feel free to contact me via email or phone. Thank you for your time and consideration. Best regards, Vikas Raigar",0,50.0,file
2026-04-04T18:13:37.207105,Sample Email with Contact Details,"Dear Sir/Madam, I hope you are doing well. I am writing to share my contact details and relevant information for your reference. Name: Vikas Raigar Email: vikas.raigar@example.com Phone: +91-9876543210 Alternate Email: vikas.work123@gmail.com You can also visit my portfolio using the link below: Website: https://www.vikasportfolio.com For project-related work, you may check my GitHub profile: GitHub: https://github.com/vikasraigar If you need any further information, please feel free to contact me via email or phone. Thank you for your time and consideration. Best regards, Vikas Raigar",0,50.0,file
2026-04-05T07:26:48.822392,B.Tech and M.Tech Comprehensive Viva ( CS451 and CS schedule - reg,"Dear Students, Please find the attached schedule for the IV Year B.Tech and I -Year M.Tech Comprehensive Viva (Oral) End examinations. Kindly review and plan accordingly *Comprehensive Viva – Written Examination Details:* - *B.Tech CSE IV Year* Date: 05-05-2026 Time: 3:00 PM – 4:00 PM Duration: 1 hour (20 Marks) - *M.Tech CSE I Year* Date: 05-05-2026 Time: 9:00 AM – 10:00 AM Duration: 1 hour (20 Marks) - In order to support you, we have planned the schedule on the same dates as the project viva ( B. Tech. CSE - IV Year) . Kindly cooperate. Thanks & Regards If four things are followed - having a great aim, acquiring knowledge, hard work, and perseverance - then anything can be achieved. - A. P. J. Abdul Kalam Dr. J. Kokila, Assistant Professor, Room No: 3138, Second Floor, Indian Institute of Information Technology, Tiruchirappalli Sethurapatti, Trichy - Madurai Highway, Tiruchirappalli, Tamil Nadu - 620012. https://sites.google.com/site/kokilajrsnitt/ https://scholar.google.com/citationsuser=gn4elnUAAAAJ&hl=en",0,40.0,file
2026-04-05T18:54:37.861362,B.Tech and M.Tech Comprehensive Viva ( CS451 and CS schedule - reg,"Dear Students, Please find the attached schedule for the IV Year B.Tech and I -Year M.Tech Comprehensive Viva (Oral) End examinations. Kindly review and plan accordingly *Comprehensive Viva – Written Examination Details:* - *B.Tech CSE IV Year* Date: 05-05-2026 Time: 3:00 PM – 4:00 PM Duration: 1 hour (20 Marks) - *M.Tech CSE I Year* Date: 05-05-2026 Time: 9:00 AM – 10:00 AM Duration: 1 hour (20 Marks) - In order to support you, we have planned the schedule on the same dates as the project viva ( B. Tech. CSE - IV Year) . Kindly cooperate. Thanks & Regards If four things are followed - having a great aim, acquiring knowledge, hard work, and perseverance - then anything can be achieved. - A. P. J. Abdul Kalam Dr. J. Kokila, Assistant Professor, Room No: 3138, Second Floor, Indian Institute of Information Technology, Tiruchirappalli Sethurapatti, Trichy - Madurai Highway, Tiruchirappalli, Tamil Nadu - 620012. https://sites.google.com/site/kokilajrsnitt/ https://scholar.google.com/citationsuser=gn4elnUAAAAJ&hl=en",0,40.0,file
2026-04-05T19:03:58.458615,B.Tech and M.Tech Comprehensive Viva ( CS451 and CS schedule - reg,"Dear Students, Please find the attached schedule for the IV Year B.Tech and I -Year M.Tech Comprehensive Viva (Oral) End examinations. Kindly review and plan accordingly *Comprehensive Viva – Written Examination Details:* - *B.Tech CSE IV Year* Date: 05-05-2026 Time: 3:00 PM – 4:00 PM Duration: 1 hour (20 Marks) - *M.Tech CSE I Year* Date: 05-05-2026 Time: 9:00 AM – 10:00 AM Duration: 1 hour (20 Marks) - In order to support you, we have planned the schedule on the same dates as the project viva ( B. Tech. CSE - IV Year) . Kindly cooperate. Thanks & Regards If four things are followed - having a great aim, acquiring knowledge, hard work, and perseverance - then anything can be achieved. - A. P. J. Abdul Kalam Dr. J. Kokila, Assistant Professor, Room No: 3138, Second Floor, Indian Institute of Information Technology, Tiruchirappalli Sethurapatti, Trichy - Madurai Highway, Tiruchirappalli, Tamil Nadu - 620012. https://sites.google.com/site/kokilajrsnitt/ https://scholar.google.com/citationsuser=gn4elnUAAAAJ&hl=en",0,40.0,file
2026-04-06T05:12:38.259384,B.Tech and M.Tech Comprehensive Viva ( CS451 and CS schedule - reg,"Dear Students, Please find the attached schedule for the IV Year B.Tech and I -Year M.Tech Comprehensive Viva (Oral) End examinations. Kindly review and plan accordingly *Comprehensive Viva – Written Examination Details:* - *B.Tech CSE IV Year* Date: 05-05-2026 Time: 3:00 PM – 4:00 PM Duration: 1 hour (20 Marks) - *M.Tech CSE I Year* Date: 05-05-2026 Time: 9:00 AM – 10:00 AM Duration: 1 hour (20 Marks) - In order to support you, we have planned the schedule on the same dates as the project viva ( B. Tech. CSE - IV Year) . Kindly cooperate. Thanks & Regards If four things are followed - having a great aim, acquiring knowledge, hard work, and perseverance - then anything can be achieved. - A. P. J. Abdul Kalam Dr. J. Kokila, Assistant Professor, Room No: 3138, Second Floor, Indian Institute of Information Technology, Tiruchirappalli Sethurapatti, Trichy - Madurai Highway, Tiruchirappalli, Tamil Nadu - 620012. https://sites.google.com/site/kokilajrsnitt/ https://scholar.google.com/citationsuser=gn4elnUAAAAJ&hl=en",0,40.0,file
2026-04-06T10:25:48.334546,B.Tech and M.Tech Comprehensive Viva ( CS451 and CS schedule - reg,"Dear Students, Please find the attached schedule for the IV Year B.Tech and I -Year M.Tech Comprehensive Viva (Oral) End examinations. Kindly review and plan accordingly *Comprehensive Viva – Written Examination Details:* - *B.Tech CSE IV Year* Date: 05-05-2026 Time: 3:00 PM – 4:00 PM Duration: 1 hour (20 Marks) - *M.Tech CSE I Year* Date: 05-05-2026 Time: 9:00 AM – 10:00 AM Duration: 1 hour (20 Marks) - In order to support you, we have planned the schedule on the same dates as the project viva ( B. Tech. CSE - IV Year) . Kindly cooperate. Thanks & Regards If four things are followed - having a great aim, acquiring knowledge, hard work, and perseverance - then anything can be achieved. - A. P. J. Abdul Kalam Dr. J. Kokila, Assistant Professor, Room No: 3138, Second Floor, Indian Institute of Information Technology, Tiruchirappalli Sethurapatti, Trichy - Madurai Highway, Tiruchirappalli, Tamil Nadu - 620012. https://sites.google.com/site/kokilajrsnitt/ https://scholar.google.com/citationsuser=gn4elnUAAAAJ&hl=en",0,40.0,file
2026-04-07T13:48:35.378204,Corizo Edutech Hiring – Business Operation Executive Opportunity,"Dear Students, Greetings from the Training & Placement Cell! We are pleased to inform you about a *career opportunity with Corizo Edutech* for the role of *Business Operation Executive*. ------------------------------ 📌 Job Details: - *Role:* Business Operation Executive - *Location:* Bangalore (Work from Office) 💼 Compensation: - *Probation (First 3 Months):* ₹18,000/month + Incentives (up to ₹10,000) - *Full-Time:* ₹4 LPA (Fixed) + ₹2.5 LPA (Variable) ------------------------------ 🎯 Roles & Responsibilities: - Engage with potential customers and build strong relationships - Manage and maintain a sales pipeline - Conduct follow-ups and client communication - Develop engagement strategies and close sales effectively - Collaborate with internal teams for improved performance ------------------------------ ✅ Eligibility & Skills Required: - Good verbal and written communication skills (preferably English) - Strong persuasion and negotiation abilities - Self-motivated with problem-solving mindset - Ability to work in a team and handle pressure - Quick learner with attention to detail ------------------------------ 📝 Selection Process: - Group Discussion - HR Round - Business Round ------------------------------ 🌟 Why This Opportunity? - Fast-growing organization with strong industry presence - Opportunity to develop *business, communication, and sales skills* - Exposure to real-world challenges and client interactions - Potential for *fast career growth and leadership roles* ------------------------------ ⚠ Important: Interested students are requested to *share their willingness/apply through the link shared separately* at the earliest to facilitate the campus drive process. Students are encouraged to carefully evaluate the role and apply if it aligns with their career interests. https://docs.google.com/forms/d/e/1FAIpQLSeWzL54TiLORG_XS_ARmNXCD6HDaeA_S6HNYuxCFy5e59h5ow/viewform?usp=dialog Thank you & Best Regards, Training & Placement Team, Indian Institute of Information Technology Tiruchirappalli, Sethurapatti, Trichy-Madurai Highway Tiruchirappalli-620012.",0,24.5,file
2026-04-07T13:59:33.721945,B.Tech and M.Tech Comprehensive Viva ( CS451 and CS schedule - reg,"Dear Students, Please find the attached schedule for the IV Year B.Tech and I -Year M.Tech Comprehensive Viva (Oral) End examinations. Kindly review and plan accordingly *Comprehensive Viva – Written Examination Details:* - *B.Tech CSE IV Year* Date: 05-05-2026 Time: 3:00 PM – 4:00 PM Duration: 1 hour (20 Marks) - *M.Tech CSE I Year* Date: 05-05-2026 Time: 9:00 AM – 10:00 AM Duration: 1 hour (20 Marks) - In order to support you, we have planned the schedule on the same dates as the project viva ( B. Tech. CSE - IV Year) . Kindly cooperate. Thanks & Regards If four things are followed - having a great aim, acquiring knowledge, hard work, and perseverance - then anything can be achieved. - A. P. J. Abdul Kalam Dr. J. Kokila, Assistant Professor, Room No: 3138, Second Floor, Indian Institute of Information Technology, Tiruchirappalli Sethurapatti, Trichy - Madurai Highway, Tiruchirappalli, Tamil Nadu - 620012. https://sites.google.com/site/kokilajrsnitt/ https://scholar.google.com/citationsuser=gn4elnUAAAAJ&hl=en",0,14.7,file
2026-04-07T14:10:16.885895,B.Tech and M.Tech Comprehensive Viva ( CS451 and CS schedule - reg,"Dear Students, Please find the attached schedule for the IV Year B.Tech and I -Year M.Tech Comprehensive Viva (Oral) End examinations. Kindly review and plan accordingly *Comprehensive Viva – Written Examination Details:* - *B.Tech CSE IV Year* Date: 05-05-2026 Time: 3:00 PM – 4:00 PM Duration: 1 hour (20 Marks) - *M.Tech CSE I Year* Date: 05-05-2026 Time: 9:00 AM – 10:00 AM Duration: 1 hour (20 Marks) - In order to support you, we have planned the schedule on the same dates as the project viva ( B. Tech. CSE - IV Year) . Kindly cooperate. Thanks & Regards If four things are followed - having a great aim, acquiring knowledge, hard work, and perseverance - then anything can be achieved. - A. P. J. Abdul Kalam Dr. J. Kokila, Assistant Professor, Room No: 3138, Second Floor, Indian Institute of Information Technology, Tiruchirappalli Sethurapatti, Trichy - Madurai Highway, Tiruchirappalli, Tamil Nadu - 620012. https://sites.google.com/site/kokilajrsnitt/ https://scholar.google.com/citationsuser=gn4elnUAAAAJ&hl=en",0,40.0,file
2026-04-08T10:27:38.752149,B.Tech and M.Tech Comprehensive Viva ( CS451 and CS schedule - reg,"Dear Students, Please find the attached schedule for the IV Year B.Tech and I -Year M.Tech Comprehensive Viva (Oral) End examinations. Kindly review and plan accordingly *Comprehensive Viva – Written Examination Details:* - *B.Tech CSE IV Year* Date: 05-05-2026 Time: 3:00 PM – 4:00 PM Duration: 1 hour (20 Marks) - *M.Tech CSE I Year* Date: 05-05-2026 Time: 9:00 AM – 10:00 AM Duration: 1 hour (20 Marks) - In order to support you, we have planned the schedule on the same dates as the project viva ( B. Tech. CSE - IV Year) . Kindly cooperate. Thanks & Regards If four things are followed - having a great aim, acquiring knowledge, hard work, and perseverance - then anything can be achieved. - A. P. J. Abdul Kalam Dr. J. Kokila, Assistant Professor, Room No: 3138, Second Floor, Indian Institute of Information Technology, Tiruchirappalli Sethurapatti, Trichy - Madurai Highway, Tiruchirappalli, Tamil Nadu - 620012. https://sites.google.com/site/kokilajrsnitt/ https://scholar.google.com/citationsuser=gn4elnUAAAAJ&hl=en",0,40.0,file
2026-04-08T18:28:28.044912,B.Tech and M.Tech Comprehensive Viva ( CS451 and CS schedule - reg,"Dear Students, Please find the attached schedule for the IV Year B.Tech and I -Year M.Tech Comprehensive Viva (Oral) End examinations. Kindly review and plan accordingly *Comprehensive Viva – Written Examination Details:* - *B.Tech CSE IV Year* Date: 05-05-2026 Time: 3:00 PM – 4:00 PM Duration: 1 hour (20 Marks) - *M.Tech CSE I Year* Date: 05-05-2026 Time: 9:00 AM – 10:00 AM Duration: 1 hour (20 Marks) - In order to support you, we have planned the schedule on the same dates as the project viva ( B. Tech. CSE - IV Year) . Kindly cooperate. Thanks & Regards If four things are followed - having a great aim, acquiring knowledge, hard work, and perseverance - then anything can be achieved. - A. P. J. Abdul Kalam Dr. J. Kokila, Assistant Professor, Room No: 3138, Second Floor, Indian Institute of Information Technology, Tiruchirappalli Sethurapatti, Trichy - Madurai Highway, Tiruchirappalli, Tamil Nadu - 620012. https://sites.google.com/site/kokilajrsnitt/ https://scholar.google.com/citationsuser=gn4elnUAAAAJ&hl=en",0,40.0,file
2026-04-09T16:28:04.864094,AI Is Becoming The New Storefront,"Commerce Media Radar By DaVinci Commerce By DaVinci Commerce Read this article on LinkedIn to join the conversation Read on LinkedIn https://www.linkedin.com/comm/pulse/ai-becoming-new-storefront-davincicommerce-zuske?lipi=urn%3Ali%3Apage%3Aemail_email_series_follow_newsletter_01%3BIqeNyiorS5S5wJgWW4vhyQ%3D%3D&midToken=AQG-PfwWt6QZ5Q&midSig=1aa3SyU7-RCcc1&trk=eml-email_series_follow_newsletter_01-null-0-read_more_banner_cta_&trkEmail=eml-email_series_follow_newsletter_01-null-0-read_more_banner_cta_-null-o5as7e~mnrnjvs6~nm-null-null&eid=o5as7e-mnrnjvs6-nm&otpToken=MTMwMTE4ZTAxMjI2YzBjMGI1MjYwZmViNDExOWUyYjM4YmM3ZDc0NTkwYTg4ZTZlN2JjZTAzNjY0ZDUyNWNmNmYxZDJkM2U5NThlOGI5YzA3YzkwYWRiMWVhZjU5YzQ0ODI4Nzc0YzAyYTMxYjBlNzAzZWNlYTEwLDEsMQ%3D%3D In 2025, 40% of consumers used AI for shopping assistance. And that number is bound to rise in the months and years to come. LLMs are quickly becoming a touchpoint for discovering products. According to EMARKETER, 80% of respondents say they expect to use it more for shopping, especially to help them make decisions. AI will be used by shoppers throughout the marketing funnel, from awareness to purchase. This big consumer shift is an exciting opportunity that, unfortunately, exposes a big problem for brands. Without active management, brands will be reduced to mere data points, such as price and available quantities. As a result, these raw numbers will heavily influence a consumer's decision to purchase. All the efforts marketers have put into their branding experience won’t show up in the AI storefront. Marketers try to address this branding gap with GEO, but that will only go so far in sharing the brand experience with consumers. It leaves a lot outside of the brand’s full control. This branding gap in AI is the primary motivation for our exciting new announcement. DaVinci Commerce has officially launched the DaVinci Brandstore, bringing the full brand experience to LLM platforms. We’ve given our website a new look to celebrate, which you can check out here. DaVinci Commerce Launches the DaVinci Brandstore By leveraging several AI agents, DaVinci Brandstore delivers personalized brand experiences within LLMs. It allows brands to turn product feeds and brand content into intent-driven discovery journeys. Read our full press release here. Watch our explainer video below. Confusion For Brands And Retailers at Shoptalk 2026 At Shoptalk 2026, DaVinci Commerce founder Diaz Nesamoney chatted with representatives from 20 brands and retailers about the limits of GEO and the need for branded experiences to have a home in LLMs. “There are now over 250 apps in ChatGPT, so it's a model that's gaining traction for deeper brand engagement within ChatGPT. The rich user experience lends itself to a ""store-like"" experience.” -Diaz Nesamoney You can read his full post here. Dinner and AI-led Commerce Roundtable With Accenture Song and Forrester Accenture and Forrester co-hosted an engaging Shoptalk Dinner with DaVinci Commerce leadership. The main point of discussion was how quickly AI is becoming the next storefront. Participants were very interested in the notion of an AI-native conversations storefront that goes far beyond mere mention. You read more about the evening here. Accenture's strategic investment in DaVinci Commerce Accenture is investing in the DaVinci Commerce as part of its plan to help clients navigate the shift from human-led shopping to agentic AI-assisted purchases. The investment also includes a strategic partnership with Accenture Song, which will see DaVinci Commerce used to help Accenture clients utilize agentic AI across the full value chain. “As people increasingly rely on AI‑assisted recommendations and begin delegating decisions to intelligent agents—being discoverable is no longer enough. Brands must be relevant, personable, and ready to transact in agent‑led environments. DaVinci Commerce enables exactly that.” -Ndidi Oteh, CEO of Accenture Song Is Your Storefront Dead? The Rise of Age",1,48.0,file
2026-04-09T16:28:55.234281,AI Is Becoming The New Storefront,"Commerce Media Radar By DaVinci Commerce By DaVinci Commerce Read this article on LinkedIn to join the conversation Read on LinkedIn https://www.linkedin.com/comm/pulse/ai-becoming-new-storefront-davincicommerce-zuske?lipi=urn%3Ali%3Apage%3Aemail_email_series_follow_newsletter_01%3BIqeNyiorS5S5wJgWW4vhyQ%3D%3D&midToken=AQG-PfwWt6QZ5Q&midSig=1aa3SyU7-RCcc1&trk=eml-email_series_follow_newsletter_01-null-0-read_more_banner_cta_&trkEmail=eml-email_series_follow_newsletter_01-null-0-read_more_banner_cta_-null-o5as7e~mnrnjvs6~nm-null-null&eid=o5as7e-mnrnjvs6-nm&otpToken=MTMwMTE4ZTAxMjI2YzBjMGI1MjYwZmViNDExOWUyYjM4YmM3ZDc0NTkwYTg4ZTZlN2JjZTAzNjY0ZDUyNWNmNmYxZDJkM2U5NThlOGI5YzA3YzkwYWRiMWVhZjU5YzQ0ODI4Nzc0YzAyYTMxYjBlNzAzZWNlYTEwLDEsMQ%3D%3D In 2025, 40% of consumers used AI for shopping assistance. And that number is bound to rise in the months and years to come. LLMs are quickly becoming a touchpoint for discovering products. According to EMARKETER, 80% of respondents say they expect to use it more for shopping, especially to help them make decisions. AI will be used by shoppers throughout the marketing funnel, from awareness to purchase. This big consumer shift is an exciting opportunity that, unfortunately, exposes a big problem for brands. Without active management, brands will be reduced to mere data points, such as price and available quantities. As a result, these raw numbers will heavily influence a consumer's decision to purchase. All the efforts marketers have put into their branding experience won’t show up in the AI storefront. Marketers try to address this branding gap with GEO, but that will only go so far in sharing the brand experience with consumers. It leaves a lot outside of the brand’s full control. This branding gap in AI is the primary motivation for our exciting new announcement. DaVinci Commerce has officially launched the DaVinci Brandstore, bringing the full brand experience to LLM platforms. We’ve given our website a new look to celebrate, which you can check out here. DaVinci Commerce Launches the DaVinci Brandstore By leveraging several AI agents, DaVinci Brandstore delivers personalized brand experiences within LLMs. It allows brands to turn product feeds and brand content into intent-driven discovery journeys. Read our full press release here. Watch our explainer video below. Confusion For Brands And Retailers at Shoptalk 2026 At Shoptalk 2026, DaVinci Commerce founder Diaz Nesamoney chatted with representatives from 20 brands and retailers about the limits of GEO and the need for branded experiences to have a home in LLMs. “There are now over 250 apps in ChatGPT, so it's a model that's gaining traction for deeper brand engagement within ChatGPT. The rich user experience lends itself to a ""store-like"" experience.” -Diaz Nesamoney You can read his full post here. Dinner and AI-led Commerce Roundtable With Accenture Song and Forrester Accenture and Forrester co-hosted an engaging Shoptalk Dinner with DaVinci Commerce leadership. The main point of discussion was how quickly AI is becoming the next storefront. Participants were very interested in the notion of an AI-native conversations storefront that goes far beyond mere mention. You read more about the evening here. Accenture's strategic investment in DaVinci Commerce Accenture is investing in the DaVinci Commerce as part of its plan to help clients navigate the shift from human-led shopping to agentic AI-assisted purchases. The investment also includes a strategic partnership with Accenture Song, which will see DaVinci Commerce used to help Accenture clients utilize agentic AI across the full value chain. “As people increasingly rely on AI‑assisted recommendations and begin delegating decisions to intelligent agents—being discoverable is no longer enough. Brands must be relevant, personable, and ready to transact in agent‑led environments. DaVinci Commerce enables exactly that.” -Ndidi Oteh, CEO of Accenture Song Is Your Storefront Dead? The Rise of Age",0,33.0,file
